case,current_status,aor_date,stream,dependents,province,nationality,residence,visa_office,med_passed_date,add_docs_request_date,rprf_paid_date,ss_start_date,final_decision,final_decision_date,state
58570,Medicals Passed,2018-09-26,FSW-Outland,3,None,India,India,Unspecified,2018-10-27,None,2018-09-26,None,None,Pending,Inactive
58490,Medicals Passed,2018-09-26,FSW-Inland,2,None,Cameroon,Canada,Unspecified,2018-10-25,None,2018-09-26,None,None,Pending,Inactive
58997,Medicals Passed,2018-09-25,FSW-Outland,2,None,Iran,Iran,Ottawa,2018-10-24,2019-02-25,2018-11-22,2019-03-08,None,Pending,Active
72510,Medicals Passed,2018-09-25,FSW-Inland,1,None,India,Canada,Unspecified,2018-10-25,None,2018-09-25,None,None,Pending,Inactive
67953,e-APR AOR,2018-09-25,PNP-Outland,2,None,India,India,Unspecified,Pending,None,2018-09-25,None,None,Pending,Inactive
68270,Medicals Passed,2018-09-25,FSW-Inland,1,None,Slovenia,Canada,Montreal,2018-10-23,None,2018-09-25,None,None,Pending,Inactive
56598,PPR,2018-09-25,FSW-Outland,2,None,Brazil,Brazil,Ottawa,2018-10-25,2019-02-21,2018-09-25,None,PPR,2019-03-30,Active
57628,PPR,2018-09-25,FSW-Outland,1,None,Algeria,Algeria,Paris,2018-10-25,None,2018-09-25,None,PPR,2019-03-30,Active
61410,PPR,2018-09-25,FSW-Outland,2,None,Russia,Russia,Ottawa,2018-10-26,None,2018-09-25,2019-03-04,PPR,2019-03-21,Active
58016,PPR,2018-09-25,FSW-Outland,4,None,India,USA,Unspecified,2018-10-25,None,2018-09-25,None,PPR,2019-03-06,Active
58154,PPR,2018-09-25,FSW-Outland,2,None,India,USA,Unspecified,2018-10-25,None,2018-09-25,None,PPR,2019-03-06,Active
63097,PPR,2018-09-25,FSW-Outland,2,None,India,India,Ottawa,2018-10-26,None,2018-09-25,None,PPR,2019-02-28,Active
58766,PPR,2018-09-25,CEC,1,None,China,Canada,Unspecified,2018-10-25,None,2018-09-25,None,PPR,2019-02-25,Active
56337,PPR,2018-09-25,CEC,1,None,China,Canada,Unspecified,2018-10-26,None,2018-09-25,None,PPR,2019-02-22,Active
59049,PPR,2018-09-25,FSW-Outland,2,None,India,India,Unspecified,2018-10-25,None,2018-09-25,None,PPR,2019-02-13,Active
58751,Medicals Passed,2018-09-25,FSW-Outland,4,None,Pakistan,USA,Montreal,2018-10-25,None,2018-09-25,None,None,Pending,Inactive
57137,Medicals Passed,2018-09-25,FSW-Outland,2,None,India,India,Ottawa,2018-10-24,None,2018-09-25,None,None,Pending,Inactive
57342,Medicals Passed,2018-09-25,FSW-Outland,1,None,India,United Kingdom,Unspecified,2018-10-24,None,2018-09-25,None,None,Pending,Inactive
58412,Medicals Passed,2018-09-25,FSW-Outland,3,None,India,India,Unspecified,2018-10-29,2018-10-25,2018-09-25,None,None,Pending,Inactive
61681,Medicals Passed,2018-09-25,FSW-Outland,1,None,India,India,Unspecified,2018-11-24,None,2018-09-25,None,None,Pending,Inactive
60863,Medicals Passed,2018-09-25,CEC,0,None,India,Unspecified,Unspecified,2018-11-01,None,2018-09-25,None,None,Pending,Inactive
56821,Medicals Passed,2018-09-25,FSW-Inland,3,None,Nigeria,Nigeria,Unspecified,2018-11-02,None,2018-09-25,None,None,Pending,Inactive
60172,Medicals Passed,2018-09-25,PNP-Outland,3,None,Iran,Iran,Unspecified,2018-10-25,None,2018-09-25,None,None,Pending,Inactive
59059,Medicals Passed,2018-09-25,FSW-Outland,3,None,India,India,Unspecified,2018-10-25,None,2018-09-25,None,None,Pending,Inactive
56533,Medicals Passed,2018-09-24,FSW-Outland,2,None,Iran,Iran,Ottawa,2018-10-24,2019-03-19,2018-11-21,2019-03-22,None,Pending,Active
57427,PPR,2018-09-24,PNP-Outland,5,Saskatchewan,Nigeria,Nigeria,Accra,2018-10-24,2019-03-09,2018-09-24,None,PPR,2019-05-20,Active
64331,PPR,2018-09-24,PNP-Outland,2,None,India,India,New Delhi,2018-10-25,None,2018-09-24,None,PPR,2019-03-12,Active
71183,PPR,2018-09-24,FSW-Outland,1,None,Algeria,Algeria,Ottawa,2018-10-24,None,2018-09-24,None,PPR,2019-03-30,Active
58458,PPR,2018-09-24,CEC,1,None,India,USA,Unspecified,2018-10-24,None,2018-09-24,None,PPR,2019-02-05,Active
58768,Medicals Passed,2018-09-24,FSW-Outland,2,None,India,USA,Unspecified,2018-11-09,2018-10-25,2018-11-28,None,None,Pending,Inactive
56504,PPR,2018-09-24,FSW-Outland,1,None,Iran,Iran,Unspecified,2018-10-24,2019-02-21,2018-09-24,None,PPR,2019-03-05,Active
56678,PPR,2018-09-24,CEC,1,None,India,Canada,Ottawa,2018-10-24,None,2018-09-24,None,PPR,2019-03-07,Active
59448,PPR,2018-09-24,FSW-Outland,1,None,United Kingdom,United Kingdom,Ottawa,2018-10-25,None,2018-09-24,None,PPR,2019-02-26,Active
58545,Medicals Passed,2018-09-24,FSW-Outland,0,None,India,India,Unspecified,2018-10-24,2019-02-16,2018-09-24,None,None,Pending,Inactive
59058,PPR,2018-09-24,FSW-Outland,4,None,Algeria,Saudi Arabia,Sydney,2018-10-24,None,2018-12-01,None,PPR,2019-02-20,Active
61387,PPR,2018-09-24,FSW-Inland,2,None,Brazil,Canada,Unspecified,2018-10-25,2018-10-25,2018-09-24,None,PPR,2019-02-19,Active
64015,Medicals Passed,2018-09-24,FSW-Outland,1,None,India,India,Unspecified,2018-10-24,None,2018-09-24,None,None,Pending,Inactive
58516,Medicals Passed,2018-09-24,FSW-Outland,1,None,India,India,Unspecified,2018-10-24,None,2018-09-24,None,None,Pending,Inactive
62352,PPR,2018-09-24,FSW-Outland,3,None,India,India,Ottawa,2018-10-24,None,2018-09-24,None,PPR,2019-01-29,Active
62564,Medicals Passed,2018-09-24,CEC,0,None,United Kingdom,Unspecified,Unspecified,2018-10-23,None,2018-09-24,None,None,Pending,Inactive
58369,PPR,2018-09-24,FSW-Outland,0,None,India,USA,Ottawa,2018-10-25,None,2018-09-24,None,PPR,2019-01-31,Active
62530,PPR,2018-09-24,FSW-Outland,3,None,India,USA,Unspecified,2018-10-24,None,2018-09-24,None,PPR,2019-01-31,Active
65823,Medicals Passed,2018-09-24,CEC,2,None,Brazil,Canada,Unspecified,2018-10-24,None,2018-09-24,None,None,Pending,Inactive
56604,PPR,2018-09-24,PNP-Inland,2,None,Ukraine,Canada,Ottawa,2018-10-23,None,2018-09-24,None,PPR,2019-01-28,Active
66148,Medicals Passed,2018-09-24,FSW-Outland,1,None,Cameroon,Poland,Unspecified,2018-10-29,2018-10-24,2018-09-24,2018-11-09,None,Pending,Inactive
57195,PPR,2018-09-24,PNP-Outland,0,Manitoba,Pakistan,UAE,London,2018-10-25,None,2018-11-20,None,PPR,2019-01-04,Active
58400,Medicals Passed,2018-09-24,CEC,1,None,China,Canada,Unspecified,2018-10-25,None,2018-09-24,None,None,Pending,Inactive
56542,PPR,2018-09-23,FSW-Outland,0,None,India,Germany,Vienna,2018-10-23,None,2018-09-23,2019-05-28,PPR,2019-06-12,Active
74135,Medicals Passed,2018-09-23,FSW-Outland,0,None,India,India,Unspecified,2018-10-23,None,2018-09-23,None,None,Pending,Inactive
72740,Medicals Passed,2018-09-23,CEC,2,None,Ireland,Ireland,Sydney,2018-09-11,2018-10-19,2018-09-23,2018-09-23,None,Pending,Inactive
71422,Medicals Passed,2018-09-23,CEC,2,None,China,Canada,Unspecified,2018-10-18,None,2018-09-23,None,None,Pending,Inactive
70537,Medicals Passed,2018-09-23,FSW-Outland,0,None,India,India,Unspecified,2018-10-23,None,2018-09-23,None,None,Pending,Inactive
62354,Medicals Passed,2018-09-23,CEC,3,None,India,Canada,Unspecified,2018-10-23,None,2018-09-23,None,None,Pending,Inactive
56727,PPR,2018-09-23,CEC,0,None,India,Canada,Ottawa,2018-10-23,None,2018-09-23,None,PPR,2019-03-13,Active
57168,Medicals Passed,2018-09-23,FSW-Outland,5,None,"Palestine, State of","Palestine, State of",Unspecified,2018-10-25,None,2019-02-09,None,None,Pending,Inactive
63205,PPR,2018-09-23,FSW-Outland,0,None,China,United States Minor Outlying Islands,Unspecified,2018-10-24,None,2018-09-23,None,PPR,2019-01-31,Active
56712,PPR,2018-09-23,FSW-Outland,0,None,India,USA,Unspecified,2018-10-23,None,2018-09-23,None,PPR,2019-03-08,Active
57330,e-APR AOR,2018-09-23,FSW-Outland,1,None,Pakistan,Pakistan,Unspecified,Pending,None,2018-09-23,None,None,Pending,Inactive
56442,PPR,2018-09-23,FSW-Outland,2,None,Pakistan,UAE,Ottawa,2018-10-24,None,2018-09-23,None,PPR,2019-02-28,Active
68657,e-APR AOR,2018-09-23,FSW-Outland,2,None,India,USA,Unspecified,Pending,2018-10-23,2018-09-23,None,None,Pending,Inactive
56440,PPR,2018-09-23,FSW-Outland,3,None,Ireland,Ireland,Unspecified,2018-10-22,None,2018-09-23,None,PPR,2019-01-24,Active
56428,PPR,2018-09-23,FSW-Outland,0,None,Nigeria,Nigeria,Ottawa,2018-10-23,None,2018-09-23,None,PPR,2019-02-21,Active
60728,PPR,2018-09-23,FSW-Outland,1,None,China,China,Hong Kong SAR,2018-10-23,None,2018-09-23,None,PPR,2019-02-22,Active
63761,PPR,2018-09-23,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2018-11-03,None,PPR,2019-02-14,Active
59367,Medicals Passed,2018-09-23,FSW-Outland,3,None,India,India,Unspecified,2018-06-02,None,2018-09-23,None,None,Pending,Inactive
65604,PPR,2018-09-23,CEC,1,None,India,India,New Delhi,2018-10-26,None,2018-09-23,None,PPR,2019-01-31,Active
62745,PPR,2018-09-23,FSW-Outland,2,None,India,USA,Ottawa,Pending,None,2018-09-23,None,PPR,2019-01-31,Active
58020,PPR,2018-09-23,FSW-Outland,0,None,India,USA,Unspecified,2018-10-23,2019-01-17,2018-09-23,None,PPR,2019-01-31,Active
66011,PPR,2018-09-23,FSW-Inland,0,None,Bangladesh,Canada,Ottawa,2018-10-24,None,2018-12-05,None,PPR,2019-01-31,Active
61629,PPR,2018-09-23,FSW-Outland,1,None,India,USA,Sydney,2018-10-20,None,2018-09-22,None,PPR,2019-01-31,Active
64578,PPR,2018-09-23,FSW-Inland,2,None,Egypt,Canada,Unspecified,2018-10-15,None,2018-09-23,None,PPR,2019-01-31,Active
57062,Medicals Passed,2018-09-23,PNP-Inland,0,Ontario,India,Canada,Unspecified,2018-10-23,None,2018-09-23,None,None,Pending,Inactive
57771,Medicals Passed,2018-09-23,FSW-Outland,1,None,India,USA,Unspecified,2018-10-23,None,2018-09-23,None,None,Pending,Inactive
57040,Medicals Passed,2018-09-23,FSW-Outland,1,None,Pakistan,Pakistan,Unspecified,2018-10-26,2018-10-24,2018-11-21,None,None,Pending,Inactive
58937,Medicals Passed,2018-09-23,FSW-Outland,2,None,India,UAE,Unspecified,2018-10-23,None,2018-09-23,None,None,Pending,Inactive
63009,Medicals Passed,2018-09-23,FSW-Outland,3,None,India,India,Unspecified,2018-10-20,2018-11-08,2018-09-23,None,None,Pending,Inactive
60046,PPR,2018-09-23,PNP-Outland,3,None,Bangladesh,Bangladesh,Singapore,2018-10-23,None,2018-09-23,None,PPR,2018-11-30,Active
60658,Medicals Passed,2018-09-23,CEC,0,None,India,India,Unspecified,2018-10-25,None,2018-09-23,None,None,Pending,Inactive
60505,Medicals Passed,2018-09-23,CEC,2,None,India,USA,Unspecified,2018-10-14,None,2018-09-23,None,None,Pending,Inactive
60294,Medicals Passed,2018-09-23,FSW-Outland,2,None,India,India,Unspecified,2018-10-23,None,2018-09-23,None,None,Pending,Inactive
59576,Medicals Passed,2018-09-23,FSW-Outland,0,None,India,USA,Unspecified,2018-10-23,None,2018-09-23,None,None,Pending,Inactive
59191,Medicals Passed,2018-09-23,CEC,0,None,India,India,Unspecified,2018-10-24,None,2018-09-23,None,None,Pending,Inactive
56628,Medicals Passed,2018-09-23,FSW-Outland,3,None,India,India,Unspecified,2018-10-24,None,2018-09-23,None,None,Pending,Inactive
58915,Medicals Passed,2018-09-23,CEC,3,None,India,India,Unspecified,2018-10-24,None,2018-09-23,None,None,Pending,Inactive
56633,Medicals Passed,2018-09-23,FSW-Outland,3,None,India,India,Unspecified,2018-10-23,None,2018-09-23,None,None,Pending,Inactive
58796,Medicals Passed,2018-09-23,CEC,0,None,Finland,Canada,Unspecified,2018-10-19,None,2018-09-23,None,None,Pending,Inactive
58335,e-APR AOR,2018-09-23,FSW-Outland,0,None,India,Qatar,Unspecified,Pending,None,2018-09-23,None,None,Pending,Inactive
57515,e-APR AOR,2018-09-23,CEC,0,None,India,India,Unspecified,Pending,None,2018-09-23,None,None,Pending,Inactive
56450,e-APR AOR,2018-09-23,FSW-Outland,2,None,India,India,Unspecified,Pending,None,2018-09-23,None,None,Pending,Inactive
56443,e-APR AOR,2018-09-23,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2018-09-23,None,None,Pending,Inactive
76312,Medicals Passed,2018-09-22,FSW-Outland,3,None,Azerbaijan,Azerbaijan,Unspecified,2018-10-25,None,2018-11-07,None,None,Pending,Active
74862,PPR,2018-09-22,CEC,0,None,India,Canada,Ottawa,2018-10-25,None,2018-09-22,None,PPR,2019-05-31,Active
61699,PPR,2018-09-22,FSW-Outland,2,None,India,USA,Unspecified,2018-10-19,None,2018-09-22,None,PPR,2019-01-31,Active
74077,Medicals Passed,2018-09-22,FSW-Outland,2,None,South Africa,South Africa,Pretoria,2018-10-18,2018-10-19,2018-09-22,None,None,Pending,Inactive
56660,PPR,2018-09-22,FSW-Outland,1,None,India,India,Ottawa,2018-10-20,None,2018-09-22,None,PPR,2019-05-08,Active
58569,PPR,2018-09-22,FSW-Outland,4,None,India,Australia,Sydney,2018-10-19,None,2018-11-06,None,PPR,2019-04-16,Active
65700,PPR,2018-09-22,FSW-Outland,4,None,India,India,Ottawa,2018-10-20,None,2018-09-22,None,PPR,2019-04-02,Active
71605,e-APR AOR,2018-09-22,CEC,0,None,India,Unspecified,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
63350,Medicals Passed,2018-09-22,FSW-Outland,2,None,India,India,Ottawa,2019-02-02,2018-10-23,2018-09-21,2019-03-28,None,Pending,Inactive
56432,PPR,2018-09-22,FSW-Outland,1,None,India,India,Ottawa,2018-10-20,None,2018-09-22,None,PPR,2019-03-26,Active
56585,PPR,2018-09-22,FSW-Outland,0,None,Russia,Russia,Unspecified,2018-10-24,None,2018-09-22,None,PPR,2019-03-22,Active
65452,PPR,2018-09-22,CEC,1,None,India,Canada,Ottawa,2018-10-19,2018-10-19,2018-09-22,None,PPR,2019-03-12,Active
70421,Medicals Passed,2018-09-22,CEC,0,None,India,India,Unspecified,2018-11-17,None,2018-09-22,None,None,Pending,Inactive
62737,PPR,2018-09-22,PNP-Outland,4,Saskatchewan,India,India,New Delhi,2018-10-26,None,2018-11-20,None,PPR,2019-01-22,Active
67534,PPR,2018-09-22,FSW-Outland,3,None,India,India,Ottawa,2018-10-24,None,2018-11-12,None,PPR,2019-03-11,Active
69111,Medicals Passed,2018-09-22,CEC,1,None,India,India,Unspecified,2018-10-20,None,2018-09-22,None,None,Pending,Inactive
60469,Medicals Passed,2018-09-22,FSW-Outland,0,None,India,India,Unspecified,2018-10-31,None,2018-09-22,None,None,Pending,Inactive
68651,Medicals Passed,2018-09-22,CEC,3,None,India,Unspecified,Unspecified,2018-10-30,None,2018-09-22,None,None,Pending,Inactive
62171,Medicals Passed,2018-09-22,FSW-Outland,0,None,India,India,Unspecified,2018-10-20,None,2018-09-22,None,None,Pending,Inactive
60085,PPR,2018-09-22,FSW-Outland,1,None,Nigeria,Nigeria,Unspecified,2018-10-20,None,2018-09-22,None,PPR,2019-02-22,Active
61072,PPR,2018-09-22,PNP-Outland,1,None,Tunisia,Tunisia,Sydney,2018-10-22,None,2018-09-22,None,PPR,2019-02-13,Active
59946,e-APR AOR,2018-09-22,FSW-Outland,0,None,India,Unspecified,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
58010,PPR,2018-09-22,PNP-Inland,2,Ontario,India,Canada,Unspecified,2018-10-19,None,2018-09-22,None,PPR,2019-01-25,Active
64444,Medicals Passed,2018-09-22,FSW-Outland,0,None,India,India,New Delhi,2018-10-20,None,2018-09-22,None,None,Pending,Inactive
59683,PPR,2018-09-22,FSW-Outland,0,None,India,India,Unspecified,2018-10-22,None,2018-09-22,None,PPR,2019-01-30,Active
66279,Medicals Passed,2018-09-22,PNP-Outland,3,New Brunswick,Egypt,Egypt,Cairo,2018-10-22,2019-01-23,2018-09-22,None,None,Pending,Inactive
62691,PPR,2018-09-22,PNP-Outland,4,Nova Scotia,China,China,Unspecified,2018-10-22,None,2018-09-22,None,PPR,2019-01-25,Active
59266,PPR,2018-09-22,PNP-Outland,3,Saskatchewan,Bangladesh,Bangladesh,Singapore,2018-10-19,None,2018-09-22,None,PPR,2019-01-25,Active
65846,Medicals Passed,2018-09-22,FSW-Outland,2,None,India,USA,Unspecified,2018-10-01,None,2018-09-22,None,None,Pending,Inactive
61993,PPR,2018-09-22,CEC,1,None,India,Canada,Unspecified,2018-10-19,None,2018-09-22,None,PPR,2019-01-18,Active
56605,PPR,2018-09-22,CEC,1,None,India,Canada,Unspecified,2018-09-24,2018-11-16,2018-09-22,None,PPR,2019-01-15,Active
64123,Medicals Passed,2018-09-22,FSW-Outland,2,None,India,India,Unspecified,2018-10-10,None,2018-09-22,None,None,Pending,Inactive
63244,Medicals Passed,2018-09-22,FSW-Inland,1,None,India,Canada,Unspecified,2018-11-10,None,2018-09-22,None,None,Pending,Inactive
62940,Medicals Passed,2018-09-22,FSW-Inland,1,None,India,Canada,Ottawa,2018-10-21,None,2018-09-22,None,None,Pending,Inactive
61979,Medicals Passed,2018-09-22,FSW-Inland,3,None,India,India,Unspecified,2018-10-22,None,2018-09-22,None,None,Pending,Inactive
60470,Medicals Passed,2018-09-22,FSW-Outland,3,None,Pakistan,Unspecified,London,2018-10-23,None,2018-11-09,None,None,Pending,Inactive
60315,Medicals Passed,2018-09-22,FSW-Outland,0,None,Algeria,Algeria,Unspecified,2018-10-19,None,2018-09-22,None,None,Pending,Inactive
59646,e-APR AOR,2018-09-22,FSW-Outland,1,None,Nigeria,Nigeria,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
59074,e-APR AOR,2018-09-22,FSW-Inland,0,None,USA,Canada,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
59042,Medicals Passed,2018-09-22,FSW-Outland,3,None,India,India,Unspecified,2018-10-23,2018-10-19,2018-09-22,None,None,Pending,Inactive
58965,Medicals Passed,2018-09-22,FSW-Inland,0,None,India,Canada,Unspecified,2018-10-19,None,2018-09-22,None,None,Pending,Inactive
58655,e-APR AOR,2018-09-22,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
58211,e-APR AOR,2018-09-22,CEC,3,None,India,India,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
57333,e-APR AOR,2018-09-22,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
56708,e-APR AOR,2018-09-22,CEC,0,None,India,Canada,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
56616,e-APR AOR,2018-09-22,FSW-Inland,1,None,India,Canada,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
56522,e-APR AOR,2018-09-22,FSW-Outland,0,None,India,USA,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
56380,e-APR AOR,2018-09-22,PNP-Outland,0,None,India,Unspecified,Unspecified,Pending,None,2018-09-22,None,None,Pending,Inactive
56374,Medicals Passed,2018-09-21,FSW-Outland,2,None,India,India,Unspecified,2018-10-18,None,2018-09-21,None,None,Pending,Active
58164,PPR,2018-09-21,FSW-Outland,2,None,India,USA,Montreal,2018-10-18,None,2018-09-21,None,PPR,2019-05-27,Active
75577,e-APR AOR,2018-09-21,CEC,0,None,China,Canada,Unspecified,Pending,None,2018-09-21,None,None,Pending,Inactive
56493,Medicals Passed,2018-09-21,FSW-Outland,5,None,Nigeria,Nigeria,Ottawa,2018-10-18,2018-11-03,2018-11-05,None,None,Pending,Inactive
75053,Medicals Passed,2018-09-21,FSW-Outland,4,None,Nigeria,Nigeria,Ottawa,2018-10-19,None,2018-09-21,None,None,Pending,Inactive
56681,Medicals Passed,2018-09-21,FSW-Outland,2,None,Iran,Unspecified,Ottawa,2018-10-18,2019-05-08,2018-09-21,None,None,Pending,Inactive
60542,PPR,2018-09-21,FSW-Outland,1,None,India,UAE,Ottawa,2018-10-07,2018-10-18,2018-09-21,None,PPR,2019-05-28,Active
74392,Medicals Passed,2018-09-21,FSW-Outland,1,None,India,USA,Montreal,2018-10-17,2019-05-27,2018-09-21,None,None,Pending,Inactive
70860,Medicals Passed,2018-09-21,CEC,0,None,United Kingdom,Canada,Sydney,2019-01-21,None,2018-09-21,None,None,Pending,Inactive
70335,PPR,2018-09-21,FSW-Outland,2,None,India,India,Ottawa,2018-10-16,None,2018-09-21,None,PPR,2019-05-10,Active
56359,PPR,2018-09-21,FSW-Outland,2,None,India,India,Ottawa,2018-10-17,None,2018-09-21,None,PPR,2019-04-08,Active
71623,Medicals Passed,2018-09-21,FSW-Outland,3,None,Pakistan,Pakistan,Ottawa,2018-10-26,None,2018-09-21,None,None,Pending,Inactive
70851,Medicals Passed,2018-09-21,CEC,2,None,India,Canada,Unspecified,2018-10-21,None,2018-09-21,None,None,Pending,Inactive
69583,Medicals Passed,2018-09-21,FSW-Outland,1,None,Congo (Democratic Republic of the),Congo (Democratic Republic of the),Ottawa,2018-10-19,2018-10-17,2018-09-21,None,None,Pending,Inactive
58410,PPR,2018-09-21,CEC,1,None,China,Canada,Unspecified,2018-09-17,None,2018-09-21,None,PPR,2019-02-27,Active
57801,PPR,2018-09-21,FSW-Outland,0,None,Lebanon,Lebanon,Unspecified,2018-10-19,None,2018-09-21,None,PPR,2019-02-26,Active
56621,PPR,2018-09-21,FSW-Outland,1,None,China,China,Unspecified,2018-10-18,None,2018-09-21,None,PPR,2019-02-21,Active
56408,PPR,2018-09-21,CEC,1,None,India,Canada,Ottawa,2018-10-19,None,2018-09-21,None,PPR,2019-02-22,Active
62132,PPR,2018-09-21,CEC,2,None,Brazil,Canada,Unspecified,2018-10-18,None,2018-09-21,None,PPR,2019-02-22,Active
62973,PPR,2018-09-21,FSW-Outland,2,None,India,India,Unspecified,2018-10-18,None,2018-09-21,None,PPR,2019-02-22,Active
58274,PPR,2018-09-21,FSW-Outland,0,None,Nigeria,Nigeria,Ottawa,2018-10-18,None,2018-09-21,None,PPR,2019-02-19,Active
58270,PPR,2018-09-21,CEC,0,None,India,Canada,Unspecified,2018-10-18,None,2018-09-21,None,PPR,2019-02-21,Active
56429,PPR,2018-09-21,FSW-Outland,2,None,India,India,Ottawa,2018-10-18,None,2018-09-21,None,PPR,2019-02-20,Active
60532,Medicals Passed,2018-09-21,CEC,4,None,Brazil,Canada,Unspecified,2018-10-18,None,2018-09-21,None,None,Pending,Inactive
56351,PPR,2018-09-21,CEC,2,None,Brazil,Canada,Ottawa,2018-10-18,None,2018-09-21,None,PPR,2019-01-25,Active
59425,Medicals Passed,2018-09-21,FSW-Outland,1,None,India,India,Ottawa,2018-10-18,None,2018-09-21,None,None,Pending,Inactive
61494,Medicals Passed,2018-09-21,FSW-Outland,1,None,India,India,Unspecified,2018-10-18,None,2018-09-21,None,None,Pending,Inactive
65488,Medicals Passed,2018-09-21,FSW-Outland,4,None,India,USA,Unspecified,2018-10-26,2019-01-11,2018-09-21,None,None,Pending,Inactive
56547,PPR,2018-09-21,CEC,0,None,India,Canada,Vancouver,2018-10-19,2018-10-19,2018-09-21,None,PPR,2019-01-16,Active
65306,Medicals Passed,2018-09-21,FSW-Outland,2,None,India,India,Unspecified,2018-10-25,None,2018-09-21,None,None,Pending,Inactive
63916,e-APR AOR,2018-09-21,PNP-Inland,0,None,Unspecified,Canada,Unspecified,Pending,None,2018-09-21,None,None,Pending,Inactive
57105,Medicals Passed,2018-09-21,FSW-Outland,3,None,Pakistan,Australia,Unspecified,2018-10-18,None,2018-09-21,None,None,Pending,Inactive
63523,Medicals Passed,2018-09-21,FSW-Outland,2,None,India,India,Unspecified,2018-10-19,None,2018-09-21,None,None,Pending,Inactive
